path	sentence
common_voice_de_27244236.mp3	Zur Stabilisierung auf dem Wasser befinden sich am Ende des unteren Tragflügels Stützschwimmer.
common_voice_de_27244238.mp3	Er ist kein Selbstzweck.
common_voice_de_27244239.mp3	Hier verbrachte sie zwanzig anstrengende, doch auch erfolgreiche Berufsjahre.
common_voice_de_18195064.mp3	Die meisten Kosenamen sind einfach nur peinlich.
common_voice_de_18195066.mp3	Alle rufen laut: Chapeau, es ist ein technischer K.o.!
common_voice_de_18195067.mp3	Das interessiert mich nicht die Bohne.
common_voice_de_18195068.mp3	Kommen Sie wie immer gut und sicher ans Ziel.
common_voice_de_18220512.mp3	Noch dazu sind die Videos voll mit Schleichwerbung.
common_voice_de_18220516.mp3	Wenn auf Bilderkennung trainierte neuronale Netze träumen, erzeugen sie kunstvolle Bilder.
common_voice_de_27136778.mp3	Der Schädel wurde vermutlich durch Leutnant Tom von Prince nach Deutschland gebracht.
common_voice_de_27136779.mp3	Im Einzelnen gibt es je nach verwendeten Definitionen Abweichungen.
common_voice_de_27136781.mp3	Daneben arbeitet er als Sprecher von Hörspielproduktionen der "Doctor-Who"-Reihe.
common_voice_de_27136783.mp3	Die berechtigten Wünsche und Interessen der Menschen werden vernachlässigt.
common_voice_de_19171045.mp3	Sie liegt im Süden des Landes in der Region Südosten.
common_voice_de_19171046.mp3	Ihre Fracht bestand hauptsächlich aus Kohle, Industriegütern und landwirtschaftlichen Rohstoffen.
common_voice_de_19171048.mp3	Es gibt zahlreiche mechanische oder elektronische Umsetzungen des Spiels, sowie Umsetzungen für Heimcomputer.
common_voice_de_19171049.mp3	Der östliche Teil ist lediglich für den zivilen Luftverkehr eingeschränkt.
common_voice_de_19707096.mp3	In dieser Geschichte ging es um den Beamten Hai Rui zur Zeit der Ming-Dynastie.
common_voice_de_19707097.mp3	Neben seiner Tätigkeit als Musiker ist Rudolf Ratzinger auch als Produzent aktiv.
common_voice_de_19707098.mp3	Die New Yorker Eheleute "Leah und Cooper Tilson" haben zwei Kinder.
common_voice_de_19707100.mp3	Er arbeitete ebenfalls als Hauslehrer.
common_voice_de_23559502.mp3	Martha Weber lebte in Wiesa, später in Schönfeld.
common_voice_de_23559503.mp3	Sie ist somit Nachfolger der Tschechoslowakischen Fußballmeisterschaft.
common_voice_de_23559504.mp3	Doch Kapell war alles andere als ein Spezialist.
common_voice_de_23559505.mp3	Die Böden werden hier sandiger.
common_voice_de_27146294.mp3	Im Alter von sechs Jahren zog er mit seiner Mutter nach Los Angeles.
common_voice_de_27146301.mp3	Der erste Sieger war West Ham United.
common_voice_de_27146302.mp3	Sie konnten im Nachhinein nicht feststellen, wie gut die Verbindung des Materials ausgefallen war.
common_voice_de_27146303.mp3	Mit dem Kauf der Forderungen wird das Ausfallrisiko übernommen.
common_voice_de_39560788.mp3	Danach werden sechs Spielsteine umgedreht und bilden entsprechend eine offene Auslage.
common_voice_de_39560789.mp3	Dabei blieb er weiter künstlerisch tätig.
common_voice_de_39560790.mp3	Als Solist führte er Werke zeitgenössischer Werke wie Stockhausens In Freundschaft auf.
common_voice_de_39560791.mp3	Als Autoren der Songs fungierten überwiegend Elton John und Bernie Taupin.
common_voice_de_19544926.mp3	Die Prüfung wird von der kantonalen Prüfungskommission abgenommen.
common_voice_de_19544927.mp3	Um diesem Anspruch gerecht zu werden, baute Urban die Verwaltung der römischen Kurie aus.
common_voice_de_19544928.mp3	Zum ersten Mal standen auch Mannschaftssportarten auf dem Programm.
common_voice_de_19544929.mp3	Bei Verbindungen ohne Kohlenstoff erfolgt die Anordnung streng alphabetisch, der Wasserstoff wird dann eingereiht.
common_voice_de_20307919.mp3	Die Nennung des Polyklet als Architekten beruht daher auf einem Fehler des Pausanias.
common_voice_de_20307920.mp3	Die Mechanisierung der Landwirtschaft sollte durch landwirtschaftlich ausgebildete technische Fachkräfte begleitet werden.
common_voice_de_20307921.mp3	Als ihr Sohn siegte, sprang sie über die Schranke und entblößte sich.
common_voice_de_20307923.mp3	Eine der Hauptaufgaben ist die Grundlagen- und Bildungsarbeit.
common_voice_de_27284495.mp3	Entlang der Wilden Gutach wurde von jeher vor allem Holz produziert und verarbeitet.
common_voice_de_27284496.mp3	Dafür führen sich verschiedene Forellen im See wohl.
common_voice_de_27284497.mp3	Gelborange-S wird als Farbstoff in Lebens- und Arzneimitteln eingesetzt.
common_voice_de_27284498.mp3	Dieses Maßnahmenbündel war äußerst kompliziert.
common_voice_de_38132003.mp3	Da muss dann alles plötzlich auf einmal geschehen.
common_voice_de_38132004.mp3	Der zweite Punkt, die Analyse der Arbeitsmarktstrategie für Europa, ist ebenfalls ausgezeichnet.
common_voice_de_38132005.mp3	Es wird angenommen, dass es sich um eine sehr alte Rasse handelt.
common_voice_de_38132006.mp3	Auch bereiste er Süditalien und die Elbe bei Dresden.
common_voice_de_40085588.mp3	Sie sagte später, es hätte sie als Feministin verletzt, als trans-misogyn bezeichnet zu werden.
common_voice_de_40085589.mp3	Aber mit Hilfe von Frau Gradin können wir unsere Arbeit fortsetzen.
common_voice_de_40085590.mp3	Edwards war besonders spezialisiert auf die ägyptischen Pyramiden.
common_voice_de_40085592.mp3	Der Film wurde zudem für den Studenten-Oscar nominiert.
common_voice_de_18252195.mp3	Schönes Wochenende euch allen.
common_voice_de_18252196.mp3	Die stammen noch von früher.
common_voice_de_18252198.mp3	Ein weiterer Flugzeugträger ist bereits auf dem Weg ins Krisengebiet.
common_voice_de_18252199.mp3	Dafür aber schon so einige Betrunkene.
common_voice_de_18201296.mp3	In Hongkong wird nicht Mandarin sondern Kantonesisch gesprochen.
common_voice_de_18201297.mp3	Der Bauer zog eine Wurzel und erhielt fünf.
common_voice_de_18201298.mp3	Das war der NDR-zwei Verkehrsservice.
common_voice_de_18201308.mp3	Das Kontingent ist bereits aufgebraucht, bedauerte Olivia.
common_voice_de_19515101.mp3	Des Weiteren wird in einigen Leistungsstufen ein elektronisch geregelter Turbolader mit variabler Geometrie verwendet.
common_voice_de_19515102.mp3	Bis hierhin reichte in der Eiszeit das Gletschereis.
common_voice_de_19515104.mp3	Sie nehmen am Leben ihrer Umgebung teil.
common_voice_de_19515105.mp3	Hierbei war allein der Anflug ins Zielgebiet problematisch.
common_voice_de_19728109.mp3	Ein weiteres Zentrum der Māzǔ-Verehrung sind die Chinatowns in den Vereinigten Staaten.
common_voice_de_19728110.mp3	Waffenstillstände und kürzere Feldzüge lösten sich in der Folge ab.
common_voice_de_19728111.mp3	Adolphi war verheiratet und hatte drei Kinder.
common_voice_de_19728114.mp3	Im gleichen Jahr folgte die Trennung der bis dahin verbundenen Herrschaften Runkel und Westerburg.
common_voice_de_19167159.mp3	Dort unterlag er jedoch dem Spanier Juan Carlos Ferrero.
common_voice_de_19167160.mp3	Da der Orientierungssinn nicht angeboren ist, sondern nur die Möglichkeit ihn zu entwickeln.
common_voice_de_19167162.mp3	Auffallend ist der schwarze, unbehaarte Kopf mit den großen Ohren.
common_voice_de_19167163.mp3	Weltkrieg unbeschädigt.
common_voice_de_18462890.mp3	Roland gehören nun der Opernplatz, sowie Theater- und Museumsstraße.
common_voice_de_18462891.mp3	Durch Erosion verschwinden die Bodenstrukturen nach ein paar Jahren wieder.
common_voice_de_18462894.mp3	Entsprechende Passagen in Nutzungsbedingungen sind daher als ungültig anzusehen.
common_voice_de_18462897.mp3	Die Musik elektrisiert einfach.
common_voice_de_19969281.mp3	Er ist ständiges Mitglied des Sicherheitsrates der Russischen Föderation.
common_voice_de_19969284.mp3	Bereits ein Jahr später folgte der französische Entdecker Samuel de Champlain.
common_voice_de_19969285.mp3	Der behandelte Zeitraum erstreckt sich von der Spätantike bis zur Gegenwart.
common_voice_de_19969286.mp3	Sie ernähren sich von welken Blättern und abgestorbenen Pflanzenteilen.
common_voice_de_18369767.mp3	Dublin ist die Hauptstadt von Irland.
common_voice_de_17966767.mp3	Mehr Luft beinhaltet mehr Sauerstoff, der mit dem Kraftstoff reagieren kann.
common_voice_de_17966769.mp3	Man muss ständig auf der Hut sein.
common_voice_de_19132036.mp3	In den so genannten Frankfurter Leitsätzen hat August Heyn übergeordnete Ziele formuliert.
common_voice_de_19132037.mp3	Dazu sind meterhohe Lärmschutzwände geplant, um die Anwohner vor drohender Lärmbelästigung zu schützen.
common_voice_de_19132039.mp3	Durchgehende Personenzüge verkehrten zunächst zwischen Moorfleet und Geesthacht, später auch ab Billwerder-Moorfleet oder Billbrook.
common_voice_de_19132040.mp3	Herausgeber ist heute Arnon Mozes, der Sohn von Noah Mozes.
common_voice_de_26855927.mp3	Besonders geeignet für Notizen ist die Stenografie, wegen ihrer Kompaktheit und Schnelligkeit.
common_voice_de_26855928.mp3	Das Ortsgebiet bildete eine hohenzollerische Exklave in Baden.
common_voice_de_26855929.mp3	Freiheit ist eines der Grundprinzipien, auf dem dieses Parlament beruht.
common_voice_de_26855931.mp3	Die Schiffe der Tuzla-Klasse sind für den Einsatz in Küstengewässern konstruiert.
common_voice_de_39183451.mp3	Dabei lernt sie auch den schmucken Grafen Casimir Conjak kennen.
common_voice_de_39183453.mp3	Der Schulunterricht erfolgte in Deutsch Rust.
common_voice_de_39183454.mp3	Im Gesamtweltcup belegte sie wie auch im Jahr danach Rang vier.
common_voice_de_39183455.mp3	Er heiratete nie und blieb auch nach seiner Pensionierung in Plymouth.
common_voice_de_20283279.mp3	Sie bildet ein kurzes Rhizom als Überdauerungsorgan.
common_voice_de_20283282.mp3	Hans Trummer studierte nach der Mittelschule Germanistik und Kunstgeschichte an der Universität Graz.
common_voice_de_20283286.mp3	Larsson ist im Schwedischen ein Patronym und bedeutet „Sohn des Lars“.
common_voice_de_20283288.mp3	Der Kelch ist blasig aufgetrieben.
common_voice_de_18205935.mp3	Auf jedem Paket müssen Absender und Empfänger angegeben werden.
common_voice_de_18205937.mp3	Ich wusste gar nicht, dass wir so etwas haben.
common_voice_de_18205938.mp3	Ihre Worte konnte ich zwar nicht verstehen, aber ihre Mimik und Gestik verrieten bereits genug.
common_voice_de_19356953.mp3	Ein Großteil der Besatzung stirbt dadurch.
common_voice_de_19356954.mp3	Entsprechend liegt auch der Schwerpunkt der Anstalt im Arbeitsdienst und der Resozialisierung der Gefangenen.
common_voice_de_19356955.mp3	Nach Abschluss dieser Arbeiten wurde auch der Güterverkehr nach Lewiston aufgenommen.
common_voice_de_19356956.mp3	Die "Pegasus" spielte im Zweiten Weltkrieg nur eine untergeordnete Rolle.
common_voice_de_27267998.mp3	Black River wurde ein wichtiger Exporthafen für Holz und Saint Elizabeth wohlhabend.
common_voice_de_27267999.mp3	Sie teilt mit ihnen die Regierung und ist deren Außenministerin.
common_voice_de_27268000.mp3	Wir wissen um ihre wirtschaftliche Bedeutung.
common_voice_de_27268001.mp3	Der Name ist bis heute im Volksmund ungebräuchlich.
common_voice_de_20640688.mp3	Die Stadt Osnabrück begründete dies mit dem Mangel an Bauland in der Stadt.
common_voice_de_20640690.mp3	Der Zuschuss ist eine finanzielle Zuwendung.
common_voice_de_20640691.mp3	So haben sich neben den vier großen Weingütern viele kleine Boutique-Weingüter entwickelt.
common_voice_de_20640692.mp3	Im Hafen ankerte dort auch Hemingways Motorboot "Pilar".
common_voice_de_18957808.mp3	Spiegelteleskope haben nicht mit farbabhängigen Brechungsindizes zu kämpfen.
common_voice_de_18957809.mp3	Manche finden das Schild zur Umleitung wegweisend, andere abwegig.
common_voice_de_18957810.mp3	Könnte sich die Filmindustrie bitte ein für alle Mal auf ein Seitenverhältnis einigen?
common_voice_de_18957811.mp3	Eine der renommiertesten Unis Afrikas befindet sich in Stellenbosch.
common_voice_de_20369778.mp3	Zudem war er Leiter des Botanischen Gartens der Universität.
common_voice_de_20369779.mp3	Damit will ich mich nicht herumschlagen.
common_voice_de_20369780.mp3	Zeitweilig war er Präsident des deutschen Schriftstellerverbandes.
common_voice_de_20369782.mp3	Das negative Erscheinungsbild für den Ort sollte mit dem Namen abgestreift werden.
common_voice_de_17644881.mp3	Wir können jederzeit abbrechen.
common_voice_de_17644883.mp3	Schneevorhersage für Zell am See anzeigen.
common_voice_de_17644884.mp3	Kommen Sie zum Punkt.
common_voice_de_17644885.mp3	Der Drucker zeigt an, dass die Farbe Magenta nachgefüllt werden muss.
common_voice_de_27023214.mp3	Die beiden Blätter wurden regional führend.
common_voice_de_27023216.mp3	Aber die wichtigsten Punkte der Umsetzung liegen noch in der Zukunft.
common_voice_de_27023220.mp3	Dieses Krankenhaus ist jetzt nicht in Betrieb, weil es kein Ärzteteam gibt.
common_voice_de_27023226.mp3	In Beirut im Libanon organisierten führende Baathisten einen Putsch gegen Qasim.
common_voice_de_20302810.mp3	Damit sind auch Zentralperspektive und Froschperspektive wählbar.
common_voice_de_20302811.mp3	Zunächst kümmerte er sich um die gastronomische Infrastruktur.
common_voice_de_20302812.mp3	Später kamen Standorte in der Türkei und in Kolumbien hinzu.
common_voice_de_20302813.mp3	Somit ist ein rasches Herstellen und ein genaues Ergebnis zu erzielen.
common_voice_de_27055531.mp3	Minute die Box aufsuchen.
common_voice_de_27055533.mp3	Sein Vater Nicolaus Eberhard Zenger verstarb während der Überfahrt mit dem Auswandererschiff „Queen Ann“.
common_voice_de_27055534.mp3	Dieser Name wurde auch von seinen Nachkommen weitergeführt.
common_voice_de_27055537.mp3	Die Niederlande hatten sich jedoch in der Zwischenzeit deutlich gewandelt.
common_voice_de_35186969.mp3	Muss aber damit wirklich bis zum November gewartet werden?
common_voice_de_35186970.mp3	Voraussetzung für die Teilnahme ist eine politische Funktion auf kommunaler Ebene.
common_voice_de_35186971.mp3	Das heißt, es handelt sich weder um ein Gebäude noch um Mitarbeiter der Kommission.
common_voice_de_35186973.mp3	Die Emporen befinden sich an drei Seiten.
common_voice_de_20372006.mp3	Bedeutsam ist der Bereich vor allem als repräsentatives Vorkommen von Sternmieren-Eichen-Hainbuchenwald und Waldmeister-Buchenwald.
common_voice_de_20372007.mp3	Zu Zeiten Napoleons wurde die Ortschaft von den Briten stark befestigt.
common_voice_de_20372008.mp3	Ein Grund für diesem Erfolg sind unter anderem die Eigenkompositionen von Kohler.
common_voice_de_20372010.mp3	Martin Haidinger studierte Geschichte an der Universität Wien.
common_voice_de_19657301.mp3	Doch seine Schwester will jeglichen Kontakt zwischen den beiden verhindern.
common_voice_de_19657303.mp3	Die Achselfedern sind hellgelb.
common_voice_de_19657305.mp3	Sein Bericht löste den Coronado-Feldzug aus.
common_voice_de_19657307.mp3	Anschließend wurde mit dem Abriss der Nord-Tribüne und der Abtragung des alten Spielfeldes begonnen.
common_voice_de_27158841.mp3	Mitunter boten Hersteller diese externen Fahrzeuge auch über das eigene Händlernetz an.
common_voice_de_27158843.mp3	Krüger-Shantin ist verheiratet und lebt mit seiner Frau und zwei Töchtern in Berlin.
common_voice_de_27158844.mp3	Sie wurden zunächst in der Nähe des Lagers, teils in Massengräbern, begraben.
common_voice_de_27158845.mp3	Ziel Josef Stalins war es, Finnland als sozialistische Unionsrepublik der Sowjetunion einzuverleiben.
common_voice_de_30724481.mp3	Nördlich fließt die Panke und westlich die Stepenitz.
common_voice_de_30724482.mp3	Dort ist er Mitglied der Finanzkommission.
common_voice_de_30724484.mp3	Wenig später wurde er wieder in die Partii Naleraq aufgenommen.
common_voice_de_30724485.mp3	Die Serie sollte eigentlich im Mai auf den Internationalen Filmfestspielen von Cannes uraufgeführt werden.
common_voice_de_18201082.mp3	Fremdsprachenkenntnisse sind in dem Fall Trumpf.
common_voice_de_18201083.mp3	Bitte lauter sprechen.
common_voice_de_18201085.mp3	Man zeigt nicht mit nacktem Finger auf angezogene Menschen.
common_voice_de_18201086.mp3	Bei derlei Windgeschwindigkeiten können wir den Kran nicht einsetzen.
common_voice_de_20044230.mp3	Ein Teil seiner Arbeiten wurde während des Zweiten Weltkriegs zerstört.
common_voice_de_20044231.mp3	Sie gibt dem Denkmal das göttliche Instrument: Heilige Vergeltung.
common_voice_de_20044232.mp3	Es war zunächst das Gebäude des militärischen Stadtkommandanten und diente später als Wehrkreiskommando.
common_voice_de_20044234.mp3	Die erhoffte Gewichtseinsparung wurde dadurch teilweise wieder zunichtegemacht.
common_voice_de_19645569.mp3	Die Zentrale befindet sich im nordschwedischen Kiruna und ist dort einer der größten Arbeitgeber.
common_voice_de_19645570.mp3	Bis auf einen waren alle Sekretäre in Osttimor Offiziere des Militärs.
common_voice_de_19645571.mp3	Unüblich ist in einem kleinen Abschnitt eine negative Kilometrierung.
common_voice_de_19645572.mp3	Er trat unter anderem in Kitzbühel und im Schlosshotel Velden auf.
common_voice_de_18209616.mp3	Via Rechtsklick öffnen Sie das Kontextmenü.
common_voice_de_18209617.mp3	Sie sprechen sich für eine Sache aus, um an die Macht zu kommen.
common_voice_de_18209619.mp3	Es wurden großformatige Fotografien gezeigt.
common_voice_de_19684918.mp3	Inzwischen wird Bala von Cutter ausfindig gemacht und zurückgebracht.
common_voice_de_19684919.mp3	Letztere umfasst unter anderem die wissenschaftlichen Bibliotheken, und den Technischen Dienst.
common_voice_de_19684920.mp3	Böß selbst traf seltener.
common_voice_de_19684921.mp3	Am Ende reichte es nur zum enttäuschenden vorletzten Gruppenplatz.
common_voice_de_19626186.mp3	Dieser seltene, gefährdete Endemit ist nur auf Korsika heimisch.
common_voice_de_19626188.mp3	Meist wurden sie aufgestellt, wo Menschen auf nicht geweihtem Boden ums Leben kamen.
common_voice_de_19626190.mp3	Dies war für Nationaltrainer Buschner Anlass, Sachse in die A-Nationalmannschaft zu berufen.
common_voice_de_19626191.mp3	Danach versucht er einen Dealer mit gestrecktem Kokain aufs Kreuz zu legen.
common_voice_de_27065055.mp3	Dabei treten mindestens neun Teilnehmer ohne internationale Elo-Zahl gegen neun Spieler mit Elo-Zahl an.
common_voice_de_27065056.mp3	Kirchheim gehört zur pfälzischen Weinbauregion "Mittelhaardt-Deutsche Weinstraße".
common_voice_de_27065057.mp3	Die Grafschaft war nun von den beiden Bistümern eingekreist.
common_voice_de_27065058.mp3	Es war mir ein Vergnügen, gleich zu Beginn einen niederländischen Berichterstatter zu haben.
common_voice_de_38593354.mp3	Zelger war Bürger von Stans und Sohn des Landschaftsmalers Josef Zelger.
common_voice_de_38593355.mp3	Eine Kesselexplosion setzte das Holzschiff in Brand und Downing verbrannte.
common_voice_de_38593356.mp3	Ich habe zur Kenntnis genommen, dass dazu Anmerkungen gemacht beziehungsweise Forderungen formuliert worden sind.
common_voice_de_38593357.mp3	Ein Höhepunkt im Jahr ist das meist Anfang Mai stattfindende Schützenfest.
common_voice_de_20781365.mp3	Die Ektoparasiten bilden Haustorien.
common_voice_de_20781366.mp3	Beide Teleskope sind auch Teil des Chinesischen Deep-Space-Netzwerks.
common_voice_de_20781367.mp3	Tomic begann im Alter von sieben Jahren mit dem Tennissport.
common_voice_de_20781369.mp3	Fredrik Magnus Piper entstammte einem Adelsgeschlecht, das ursprünglich aus Lübeck nach Schweden kam.
common_voice_de_19678215.mp3	Diesen Triumph errang dann fünf Jahre später Don Budge.
common_voice_de_19678216.mp3	Sie stammte aus einer gutbürgerlichen rheinischen Familie, welche ihrem Wunsch nachgab, Schauspielerin zu werden.
common_voice_de_19678217.mp3	Eidgenössische Belange wurden also in dieser Zeit ausschliesslich durch das Ständemehr entschieden.
common_voice_de_24566805.mp3	So sehen Buddhisten Siddhartha Gautama als einen Wiederentdecker der Buddhaschaft, nicht als deren Begründer.
common_voice_de_24566806.mp3	Die Belegung ist so ausgelegt, dass der Anker nicht unsymmetrisch belastet wird.
common_voice_de_24566811.mp3	Diese Obstruktion wird für den Ausfall der Nierenfunktion verantwortlich gemacht.
common_voice_de_24566813.mp3	Er hatte zahlreiche Länder bereist und immer wieder Kautschukplantagen gegründet sowie Pflanzer beraten.
common_voice_de_18511175.mp3	Der Empfang ist gestört.
common_voice_de_18511176.mp3	Ich schlage vor, wir teilen uns auf.
common_voice_de_18511177.mp3	Wenn Sie Ihren Köter nicht aus dem Laden entfernen, spieße ich ihn auf!
common_voice_de_18511178.mp3	Ihr habt euren Beitrag geleistet.
common_voice_de_19741944.mp3	Seine Frau Barbara organisiert seine Verteidigung.
common_voice_de_19741945.mp3	Die Gemeinde Atzesberg weist keine kontinuierliche Bevölkerungsentwicklung seit dem Beginn der regelmäßigen Aufzeichnungen auf.
common_voice_de_19741946.mp3	Vertauschungen von Begriffen müssen daher unbedingt vermieden werden.
common_voice_de_19741948.mp3	Soler wurde auch vom kolumbianischen Radsport-Verband für die Straßen-Radweltmeisterschaft in Salzburg aufgestellt.
common_voice_de_30434300.mp3	Auch die Jugend war in dieser Zeit erfolgreich.
common_voice_de_30434301.mp3	Meist wachsen die Reben als gut zwei Meter hohe Pergolen.
common_voice_de_30434302.mp3	Dies sollte nicht vergessen werden, wenn mal wieder Meinungsverschiedenheiten auftreten.
common_voice_de_30434303.mp3	Zu nennen ist außerdem das "Ashford Designer Outlet", ein großes Einkaufszentrum.
common_voice_de_23689609.mp3	Bischof Sigebert stattete demnach seine Stiftung großzügig mit Gütern und Einkünften aus.
common_voice_de_23689610.mp3	Olivenöl hat eine große und bedeutende Vergangenheit.
common_voice_de_23689611.mp3	Bis zu einer industriellen Nutzung vergingen allerdings noch zwanzig Jahre.
common_voice_de_23689612.mp3	Dabei nehmen seine Darstellungen stets die Perspektive seiner Heimatregion ein.
common_voice_de_18367083.mp3	Australien ist keine Insel sondern ein Kontinent.
common_voice_de_18367091.mp3	Es ist unmöglich, den Horizont zu erreichen.
common_voice_de_19549696.mp3	Feldzüge gegen die Kirchenfürsten, die auf Seiten des Papstes standen.
common_voice_de_19549697.mp3	Sie verstarb nach einem Jahr Ehe.
common_voice_de_19549699.mp3	Saenger studierte Rechtswissenschaften in Kiel und München.
common_voice_de_19549700.mp3	Flade wurde von seinen Eltern katholisch erzogen.
common_voice_de_18195104.mp3	Mathematik ist die Kunst, das Rechnen zu vermeiden.
common_voice_de_18195105.mp3	Julius fackelte nicht lange, sondern machte kurzen Prozess mit seinem Gegner.
common_voice_de_18195108.mp3	Die Kräuterbutter ist selbst gemacht, stimmt's?
common_voice_de_37873662.mp3	Entstanden ist er durch den Rückzug der Gletscher am Ende der Weichseleiszeit.
common_voice_de_37873663.mp3	Avant Browser ist Freeware eines chinesischen Programmierers, der unter dem Namen Anderson Che auftritt.
common_voice_de_37873665.mp3	Für den Amazonas gilt, dass das Gefälle rund fünf Zentimeter pro Kilometer beträgt.
common_voice_de_37873666.mp3	Er bleibt, trotz seiner starken Veränderung, ein "Fluss".
common_voice_de_19613817.mp3	Vorhandene Wörter bekamen als Wiedergaben hebräischer Ausdrücke einen veränderten Gehalt.
common_voice_de_19613819.mp3	Im letzten Kriegsjahr wurde er noch zu einem Fronteinsatz abkommandiert.
common_voice_de_19613820.mp3	Zugelassen ist sie zudem in der Provinz Ferrara.
common_voice_de_19613821.mp3	Doch auf dem letzten Kilometer konnte er der Attacke von Guerini nichts entgegensetzen.
common_voice_de_17894054.mp3	Sie haben mich schon richtig verstanden!
common_voice_de_17894056.mp3	Durch den Lüftungsschacht kommt man unbemerkt an den Wächtern vorbei.
common_voice_de_17894057.mp3	Aber die sind nun mal hässlich wie die Nacht.
common_voice_de_17894058.mp3	Ja, aber bei mir ist das auch etwas ganz anderes!
common_voice_de_22734227.mp3	Die Ausführung der notwendigen Arbeiten soll rund drei Jahre in Anspruch nehmen.
common_voice_de_22734228.mp3	Die Mörder wurden nicht gefasst.
common_voice_de_22734229.mp3	Das Werk ist nach Völkern gegliedert.
common_voice_de_22734230.mp3	Sie ist benannt nach der Stadt Scranton in Pennsylvania.
common_voice_de_18226917.mp3	Warum habt ihr das nicht gleich gesagt?
common_voice_de_19353561.mp3	Er war nur als viertürige Stufenhecklimousine erhältlich.
common_voice_de_19353562.mp3	Beim Turnier von Astana wurde er Zweiter hinter Garri Kasparow.
common_voice_de_19353563.mp3	Das Unternehmen ging in der heutigen Broadcom auf.
common_voice_de_19353565.mp3	Die Datierung der Dorfkirche stößt auf ein Problem.
common_voice_de_26054349.mp3	Mir ist ein Staubkorn ins Auge geflogen.
common_voice_de_26054351.mp3	Die Kirche war wichtig, insofern sie Ausländergemeinden als Sakralraum diente.
common_voice_de_26054352.mp3	Diese Nachrichtensendungen wurden innerhalb von zwei Jahren abgesetzt.
common_voice_de_26054353.mp3	Im Gegenzug lehnte Iker die Autorität des vorsitzenden Bischofs ab.
common_voice_de_25746536.mp3	Die Wagen hatten hydraulische Bremsen an allen vier Rädern, die als Drahtspeichenräder ausgeführt waren.
common_voice_de_25746537.mp3	Dieses Script hätte aber keinen Effekt.
common_voice_de_25746538.mp3	Es dürfen daher keine veralteten, abgeänderten oder selbst hergestellten Systeme verwendet werden.
common_voice_de_25746539.mp3	Bürgermeister der Gemeinde Veitshöchheim.
common_voice_de_17808117.mp3	Licht im Wohnzimmer aus!
common_voice_de_17808118.mp3	Rufen Sie uns an unter Null Einhundertachtzig Fünfhundertelf Siebenhundertzweiundzwanzig.
common_voice_de_17808119.mp3	Grundlagenforschung ist wichtig.
common_voice_de_17808120.mp3	Sie sind entlassen.
common_voice_de_26180005.mp3	Das Street Performer Protocol ist eine frühe Beschreibung eines Systems einer minimalen Zusicherung.
common_voice_de_26180007.mp3	Quallen sind während der warmen Monate vorhanden.
common_voice_de_26180008.mp3	Skibegeisterte aus der ganzen Welt beobachten gespannt, wer zuerst öffnen wird.
common_voice_de_26180009.mp3	Übungsroutinen definieren darunter liegende Gesichtsmuskeln ohne Operation.
common_voice_de_19768477.mp3	Sie liegt neun Kilometer westlich von Přeštice und gehört zum Okres Plzeň-jih.
common_voice_de_19768478.mp3	Haney tritt zurück.
common_voice_de_19768481.mp3	Er geht in das Augustinerkloster in Erfurt.
common_voice_de_19768482.mp3	Division erfolgt.
common_voice_de_23858846.mp3	Und ich werde nur auf die spektakulärsten Fälle eingehen.
common_voice_de_23858847.mp3	Seine Werke wurden in zahlreichen internationalen Ausstellungen in Galerien und Museen gezeigt.
common_voice_de_23858848.mp3	Dieser breite Höhenrücken wird durch die Talmulden des "Boz" und eines weiteren Baches untergliedert.
common_voice_de_23858849.mp3	Vielfach wird der Vorsitz vom örtlich zuständigen Bürgermeister geführt.
common_voice_de_38127399.mp3	Es kann keine unterschiedliche Qualität von Eigenmitteln geben.
common_voice_de_38127400.mp3	Deshalb war er sogar enttäuschend.
common_voice_de_38127401.mp3	Ebenso erzeugen ihre Größe sowie die vier Lufteinläufe einen großen Radarquerschnitt.
common_voice_de_38127403.mp3	Offizielle Aufnahmen der Gruppe mit ihm gibt es nicht.
common_voice_de_27038030.mp3	Dadurch können in Zukunft vermehrt Katastrophen wie Überflutungen und Stürme ausgelöst werden.
common_voice_de_27038032.mp3	Mein Briefkasten ist nicht Ihr Altpapiercontainer!
common_voice_de_27038033.mp3	Hierbei sind zwei Arten von Fragen zu unterscheiden.
common_voice_de_27038036.mp3	Deshalb ist wirklich Eile geboten.
common_voice_de_22796551.mp3	Auch die Wissenschaft wurde stark gefördert.
common_voice_de_22796552.mp3	Beide Türme sind an ihrem Kopfende miteinander verbunden.
common_voice_de_22796553.mp3	Das Unternehmen hat seinen Hauptsitz in Münster.
common_voice_de_22796555.mp3	Bewohner können daraus etwas schließen.
common_voice_de_27047154.mp3	Durch den Einfluss der Naturfasern steigt auch die Temperaturbeständigkeit der Werkstoffe.
common_voice_de_27047157.mp3	Während des Lateinischen Kaiserreichs war der Bukoleon-Palast kaiserlicher Wohnsitz.
common_voice_de_27047158.mp3	Der Hauptbau mit dem Ehrenhof wird von zwei Seitenflügeln zur Hauptstraße hin flankiert.
common_voice_de_27047159.mp3	Aus ideologischen Gründen wurden auch zahlreiche andere Personen ausgebürgert.
common_voice_de_27265991.mp3	Slater besuchte die Schulen seiner Heimat im Sangamon County.
